{shuffle:false, doGaps:false, infinite:false, autoCoinSpawn:false}
{}

{}
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	10	10	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	80	80	0	0	0	0
0	0	0	0	0	0	0	0	0
1	1	1	1	1	1	1	1	1

{}
0	0	0	0	0	0	0	0	0
0	0	0	0	0	10	10	0	0
0	0	0	0	0	0	0	0	0
0	0	10	10	0	0	0	0	0
0	0	0	0	0	81	81	0	0
0	0	0	0	0	0	0	0	0
0	0	80	80	0	0	0	0	0
0	0	0	0	0	0	0	0	0
1	1	1	1	1	0	0	1	1

{}
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	80	80	0
0	0	0	0	0	0	0	0	0
0	0	81	81	0	0	0	0	0
0	0	0	0	0	0	0	0	0

{}
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	10	10	0	0	0	0
0	0	0	10	10	0	0	0	0
0	0	0	10	10	0	0	0	0
0	0	0	81	81	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	1	1	1	1	1

{}
0	0	80	0	81	10	80	0	81
0	0	80	0	81	10	80	0	81
0	0	80	10	81	10	80	0	81
0	0	80	10	81	0	80	0	81
0	0	80	10	1	0	80	0	81
0	0	80	0	81	0	80	0	81
0	0	1	0	81	0	80	0	81
0	0	80	0	81	0	80	0	81
1	1	1	1	1	1	1	0	1

{}
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	80	0
0	0	0	81	0	0	0	0	0
0	0	81	81	81	0	0	0	0
0	0	0	81	0	0	0	0	0
0	1	0	0	0	0	0	0	0
1	1	0	0	0	0	0	0	0
1	1	0	0	0	0	0	0	0

{}
0	80	0	0	0	0	0	0	0
0	80	0	0	0	0	0	0	0
0	80	0	0	0	0	0	0	0
0	80	0	0	0	0	0	0	0
0	80	0	0	0	0	0	0	0
0	80	0	0	0	0	0	0	0
0	80	0	0	81	0	0	0	0
0	80	0	0	81	0	0	0	0
0	80	0	0	1	1	1	1	1
