#SETTING::name->Test_Of_Endurance
#SETTING::shuffle->false
#SETTING::doGaps->false
#SETTING::infinite->false
#SETTING::autoCoinSpawn->false

#ALIAS::1->Inanimate
#ALIAS::2->RektKiller
#ALIAS::10->DefaultCoin
#ALIAS::11->SuperCoin
#ALIAS::20->Life

{
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	10	10	0}
{0	0	0	10	10	0	0	0	0}
{0	0	0	0	0	0	1	1	0}
{0	0	0	1	1	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{1	1	1	1	1	1	1	1	0}
}
{
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	10	10}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	1	1	0	0}
{0	0	0	0	1	1	1	0	0}
}
{
{0	0	0	0	0	0	0	1	1}
{0	0	0	0	0	0	0	0	1}
{0	0	0	0	0	0	0	0	0}
{0	0	10	10	0	0	0	0	0}
{0	0	0	0	0	0	10	0	10}
{0	0	0	0	1	1	0	10	0}
{1	1	0	0	1	1	0	0	0}
{1	1	0	0	1	1	0	0	0}
{1	1	0	0	1	1	0	0	0}
}
{
{1	1	1	1	1	1	1	1	1}
{1	0	0	2	0	2	0	0	1}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	1	0	1	0	0	0}
{1	0	0	0	2	0	0	0	1}
{1	0	1	1	0	1	1	0	1}
{1	0	10	0	11	0	10	0	1}
{1	1	1	1	1	1	1	1	1}
}
{
{0	0	1	1	1	1	1	0	0}
{0	0	0	1	1	1	0	0	0}
{0	0	0	1	1	1	0	0	0}
{0	0	0	0	1	0	0	0	0}
{0	0	0	0	10	0	0	0	0}
{1	0	0	0	10	0	0	0	0}
{1	0	0	0	0	0	0	0	0}
{1	10	2	0	0	0	2	10	1}
{1	1	0	0	1	0	0	1	1}
}
{
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	2	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	1	0	0	1	1	0	0}
{0	1	10	0	0	0	2	0	0}
{1	0	10	0	0	0	0	0	0}
{1	0	0	1	1	1	1	1	1}
}
{
{0	0	0	0	0	0	0	0	1}
{0	0	0	0	0	10	0	0	1}
{0	0	0	0	0	0	0	0	1}
{0	0	10	0	0	0	0	0	1}
{0	0	0	0	1	1	1	0	1}
{0	0	0	0	0	1	0	0	1}
{0	1	1	1	0	1	0	0	1}
{0	0	1	0	0	1	0	0	0}
{1	1	1	0	0	1	0	1	1}
}
{
{0	0	0	10	0	1	0	0	0}
{0	0	0	10	0	1	0	0	0}
{0	0	0	10	0	1	0	0	0}
{0	0	0	10	0	1	0	0	0}
{0	0	0	1	0	10	0	0	1}
{0	0	0	1	0	0	0	0	1}
{0	1	0	1	0	0	1	0	1}
{0	1	0	1	0	0	1	0	1}
{1	1	0	1	0	1	1	0	1}
}
{
{0	0	0	1	0	1	0	0	0}
{0	10	0	1	0	1	0	0	0}
{0	10	0	1	0	1	0	0	0}
{0	0	0	10	0	1	0	0	0}
{0	0	0	10	0	0	0	0	0}
{0	0	0	1	0	0	0	0	1}
{0	0	0	1	0	0	0	0	1}
{0	1	0	1	0	1	0	0	1}
{0	1	0	1	0	1	0	0	1}
}
{
{0	0	0	0	0	0	1	1	1}
{0	0	0	0	0	0	0	1	1}
{0	0	0	0	0	0	0	0	1}
{0	0	0	0	0	0	0	0	1}
{1	1	1	1	1	1	1	0	1}
{2	0	1	10	0	0	0	0	1}
{0	0	1	20	2	0	1	1	1}
{0	2	1	10	0	0	0	0	0}
{1	1	1	1	1	1	1	1	1}
}
{
{1	1	1	1	1	1	1	1	1}
{1	1	1	1	1	1	1	1	1}
{1	1	1	1	1	1	1	1	1}
{1	1	1	10	10	1	1	1	1}
{1	1	0	0	0	0	1	1	1}
{0	0	0	0	0	0	0	0	0}
{0	0	1	0	0	1	0	1	1}
{0	0	1	0	0	1	0	10	10}
{1	1	1	0	0	1	1	1	1}
}
{
{1	1	1	1	1	1	1	1	1}
{1	1	1	1	1	1	1	1	1}
{1	1	1	1	1	1	1	1	1}
{1	1	1	1	1	1	1	1	1}
{1	1	1	1	1	1	1	1	1}
{0	0	0	0	0	0	0	0	0}
{1	1	1	1	1	1	1	1	1}
{10	10	10	10	10	10	10	10	10}
{1	1	1	1	1	1	1	1	1}
}
{
{1	1	1	1	1	1	1	1	1}
{1	1	1	1	1	1	1	1	1}
{1	1	1	1	1	1	1	0	0}
{1	1	1	1	1	1	0	0	0}
{1	1	1	1	1	0	0	0	1}
{0	0	0	0	0	0	0	1	0}
{1	1	1	1	1	1	1	0	0}
{0	0	0	0	0	0	0	0	0}
{1	1	1	1	1	1	1	1	1}
}
{
{1	1	1	1	1	1	1	1	1}
{0	0	1	0	1	0	0	0	1}
{0	0	0	0	0	0	0	0	0}
{0	0	0	1	0	2	0	1	0}
{1	1	1	1	1	1	1	1	1}
{0	0	0	0	0	0	0	0	0}
{1	0	0	0	0	0	0	0	0}
{0	0	2	0	0	0	1	0	2}
{1	1	1	1	1	1	1	1	1}
}
{
{1	1	1	1	1	10	10	0	0}
{1	0	0	1	1	1	10	0	0}
{0	0	0	0	0	1	1	0	0}
{1	0	0	20	0	0	1	0	0}
{1	0	1	1	0	0	0	0	0}
{1	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	1	1	0}
{1	0	0	2	0	0	1	1	1}
{1	1	1	1	1	1	1	1	1}
}
{
{0	0	0	0	0	0	0	0	0}
{0	0	0	10	10	0	0	0	0}
{0	0	0	1	1	0	0	0	0}
{0	0	0	0	0	0	0	10	10}
{1	1	0	0	0	0	0	1	1}
{0	0	0	0	10	10	0	0	0}
{0	0	0	0	1	1	0	0	0}
{0	0	0	0	0	0	0	0	0}
{1	1	1	1	1	1	1	1	1}
}
{
{0	0	0	0	0	0	0	10	0}
{0	0	0	0	0	0	1	1	1}
{0	0	0	0	0	10	0	1	0}
{0	0	0	0	0	1	0	0	0}
{0	0	10	0	1	1	0	0	0}
{0	0	1	0	0	1	0	0	0}
{0	1	1	1	0	0	0	0	0}
{0	10	10	10	0	0	0	0	0}
{1	1	1	1	0	0	0	0	0}
}
{
{0	0	0	0	0	0	0	0	0}
{0	0	0	10	0	0	0	0	0}
{0	0	0	0	10	0	0	0	0}
{0	1	0	0	0	10	0	0	0}
{0	1	1	0	0	0	0	0	0}
{0	1	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	1	1	1	0}
}
{
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	1	1	0	1	1	0	0	0}
}
