#SETTING::name->Boss
#SETTING::shuffle->false
#SETTING::doGaps->false
#SETTING::infinite->false
#SETTING::autoCoinSpawn->false

#BOSS_SETTING::AT70->RocketBoss

#ALIAS::1->Inanimate

#ALIAS::10->DefaultCoin
#ALIAS::11->SuperCoin
#ALIAS::13->Life

#ALIAS::20->Cannon
#ALIAS::22->Piston
#ALIAS::24->Rocket

#ALIAS::86->ClimbUpBox
#ALIAS::87->AcceleratorBox


{
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{1	1	1	1	1	1	1	1	87:1	0}
}
{
{0	1	1	0	0	0	0	0	0	0}
{0	1	1	0	0	0	0	0	0	0}
{0	1	1	0	0	10	10	10	10	0}
{0	22:2:2	22:2:2	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	24}
{0	22:2:0	22:2:0	0	0	0	0	0	0	0}
{0	1	1	0	0	0	0	0	0	0}
{0	1	1	0	0	1	1	1	87	0}
}
{
{1	1	1	0	0	0	0	0	0	0}
{1	1	1	0	0	0	0	0	0	0}
{1	1	1	0	0	0	0	0	0	0}
{86	86	86	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	24}
{0	0	0	0	0	1	87	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	22:8:0}
{0	0	0	0	0	0	0	0	0	1}
}
{
{0	0	1	0	0	0	1	0	0	0}
{0	0	1	0	0	0	20:0	0	0	24}
{10	0	1	13	0	0	0	0	0	13}
{10	0	1	11	0	0	0	0	0	11}
{10	0	1	10	0	0	0	0	0	10}
{0	0	0	10	0	0	0	0	0	10}
{0	0	0	0	0	0	0	0	0	24}
{0	0	0	0	0	0	0	0	0	0}
{1	1	1	1	87	1	1	1	87	1}
}
{
{1	0	0	0	0	0	0	0	0	0}
{1	0	0	0	0	0	0	0	0	0}
{1	0	0	0	0	0	0	0	0	0}
{1	0	0	86	86	0	0	87:1	87:1	0}
{1	0	0	0	0	0	0	0	0	24}
{22:3:2	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{1	1	87	0	0	0	0	0	0	0}
}
{
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	24	0	0}
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	24}
{0	0	0	0	0	0	0	0	0	0}
}
{
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	24}
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{1	1	1	1	1	1	1	1	1	1}
}
{
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{1	1	1	1	1	1	1	1	1	1}
}
{
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0	0}
{1	87:1	0	0	0	0	0	0	0	0}
}
