#SETTING::shuffle->false
#SETTING::doGaps->false
#SETTING::infinite->false
#SETTING::autoCoinSpawn->false

#ALIAS::1->Inanimate



#ALIAS::10->Coin
#ALIAS::13->Life
#ALIAS::80->ToggleBox
#ALIAS::85->BoostBox
#ALIAS::86->ClimbUpBox


#ALIAS::20->Cannon
#ALIAS::21->RektKiller
#ALIAS::22->Piston
#ALIAS::23->Piston:3.0F:2.0F

{
{0	0	0	0	0	0	0	1	0}
{0	0	0	0	0	0	0	1	0}
{0	0	0	0	0	0	0	1	0}
{0	0	0	0	0	0	0	1	0}
{0	0	0	0	0	0	1	1	1}
{0	0	0	0	0	0	0	23	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{1	1	1	1	1	1	0	0	0}
}
{
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	1	1	1	22:3.0F:1.0F	0}
{1	1	22:2.0F:1.0F	0	1	1	1	0	0}
}
{
{0	0	0	0	0	1	1	1	1}
{0	0	0	0	0	1	1	1	1}
{0	0	0	0	0	1	1	1	1}
{0	0	0	0	0	23	23	23	23}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	1	1	1	1	1	1	1	1}
{0	1	1	1	1	1	1	1	1}
{0	1	1	1	1	1	1	1	1}
}
{
{1	1	0	0	0	0	0	0	1}
{1	1	0	0	0	0	0	1	1}
{1	1	0	0	1	1	0	0	22:2.0F:2.0F}
{23	23	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{1	1	0	0	1	1	0	0	22:2.0F:0.0F}
{1	1	0	0	0	0	0	1	1}
{1	1	0	0	0	0	0	0	1}
}
{
{0	0	0	0	1	0	0	1	0}
{1	0	0	0	22:2.0F:2.0F	0	0	22:4.0F:2.0F	0}
{0	0	1	1	0	1	1	0	1}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	1	1	0	1	1	0	1}
{1	0	0	0	22:5.0F:0.0F	0	0	22:3.0F:0.0F	0}
{0	0	0	0	1	0	0	1	0}
}
{
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
}
{
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{1	1	1	1	1	1	1	1	1}
}
{
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{1	1	1	1	1	1	1	1	1}
}
{
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{1	1	1	1	1	1	1	1	1}
}
