#SETTING::shuffle->false
#SETTING::doGaps->true
#SETTING::infinite->false
#SETTING::autoCoinSpawn->false

#ALIAS::1->edu.kit.informatik.ragnarok.logic.gameelements.inanimate.Inanimate
#ALIAS::10->edu.kit.informatik.ragnarok.logic.gameelements.entities.pickups.Coin
#ALIAS::2->edu.kit.informatik.ragnarok.logic.gameelements.entities.enemies.RektKiller

{
{0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0 }
{1	1	1	1	1	1	1	1	1 }
}
{
{0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	1	0 }
{0	1	0	0	0	1	0	1	0 }
{0	1	0	0	0	1	0	1	0 }
{1	1	1	1	1	1	1	1	1 }
}
{
{0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0 }
{0	0	0	0	0	0	0	0	0 }
{1	1	1	1	0	0	1	1	1 }
}
{
{0	0	0	0	0	0	0	0	0  }
{0	0	0	0	0	0	0	0	0  }
{0	0	0	0	0	0	0	0	0  }
{0	0	0	0	0	0	0	0	0  }
{0	0	0	0	0	0	0	0	0  }
{0	0	0	0	0	0	0	0	1  }
{0	0	0	0	1	1	0	0	1  }
{1	1	0	0	1	1	0	0	1  }
{1	1	1	1	1	1	1	1	1  }
}
{
{0	0	0	0	0	0	0	0	0   }
{0	0	0	0	0	0	0	0	0   }
{0	0	0	0	0	0	0	10	10  }
{0	0	0	0	0	0	0	0	0   }
{0	0	0	1	1	0	0	1	1   }
{1	0	0	1	1	0	0	0	0   }
{1	0	0	1	1	0	0	0	0   }
{1	0	0	1	1	0	0	0	0   }
{1	0	0	1	1	1	1	1	1   }
}
{
{0	0	0	0	0	0	0	0	0}
{0	0	10	10	0	10	10	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{1	1	0	0	1	0	0	1	1}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{1	1	1	1	1	1	1	1	1}
}
{
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	1	1	0	0	2	0	0}
{0	0	1	1	0	0	0	0	0}
{0	0	1	1	0	0	1	0	0}
}
{
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	0	10	10	0	0	0}
{10	10	0	0	0	0	0	0	0}
{0	0	0	0	1	1	0	0	0}
{1	1	0	0	1	1	0	0	0}
{1	1	0	0	0	0	0	0	0}
{1	1	0	0	0	0	0	0	0}
}
{
{0	0	0	0	0	0	10	10	0}
{0	0	0	0	0	0	0	0	0}
{0	0	0	10	10	0	1	1	0}
{0	0	0	0	0	0	1	1	0}
{0	0	0	1	1	0	0	0	0}
{0	0	0	1	1	0	0	0	0}
{1	1	0	0	0	0	0	0	0}
{1	1	0	0	0	0	0	0	0}
{0	0	0	0	0	0	0	0	0}
}
{
{0	10	10	0	0	0	0	0	0 }
{0	0	0	10	0	0	0	0	0 }
{0	0	0	0	10	0	0	0	0 }
{0	0	0	0	10	0	0	0	0 }
{0	0	0	0	0	10	0	0	0 }
{0	0	0	0	0	10	0	0	0 }
{0	0	0	0	0	10	0	0	0 }
{0	0	0	0	1	1	0	0	0 }
{0	0	0	0	1	1	0	0	0 }
}
